Datetime,Close,High,Low,Open,Volume,trade_date
,QQQ,QQQ,QQQ,QQQ,QQQ,
2025-05-06 13:30:00+00:00,480.5387878417969,480.7200012207031,479.1600036621094,479.55999755859375,2415308,2025-05-06
2025-05-06 13:35:00+00:00,481.17620849609375,481.19000244140625,480.1499938964844,480.5199890136719,605997,2025-05-06
2025-05-06 13:40:00+00:00,480.7712097167969,481.17999267578125,480.5799865722656,481.1400146484375,592377,2025-05-06
2025-05-06 13:45:00+00:00,479.639892578125,481.1099853515625,479.58221435546875,480.79998779296875,770141,2025-05-06
2025-05-06 13:50:00+00:00,478.5199890136719,479.6400146484375,478.4100036621094,479.6199951171875,742549,2025-05-06
2025-05-06 13:55:00+00:00,478.61090087890625,479.25,478.3999938964844,478.5400085449219,601989,2025-05-06
2025-05-06 14:00:00+00:00,479.46990966796875,479.67999267578125,478.20001220703125,478.6600036621094,630644,2025-05-06
2025-05-06 14:05:00+00:00,480.1499938964844,480.2699890136719,479.2699890136719,479.4800109863281,414000,2025-05-06
2025-05-06 14:10:00+00:00,480.06451416015625,480.7099914550781,479.9800109863281,480.1499938964844,340373,2025-05-06
2025-05-06 14:15:00+00:00,481.2900085449219,481.3299865722656,480.1000061035156,480.1000061035156,528668,2025-05-06
2025-05-06 14:20:00+00:00,481.8500061035156,482.2699890136719,481.2900085449219,481.2900085449219,702287,2025-05-06
2025-05-06 14:25:00+00:00,482.05499267578125,482.2900085449219,481.5852966308594,481.8500061035156,453753,2025-05-06
2025-05-06 14:30:00+00:00,482.25,482.5849914550781,481.6000061035156,482.0350036621094,322781,2025-05-06
2025-05-06 14:35:00+00:00,482.3399963378906,482.385009765625,481.7699890136719,482.239990234375,305469,2025-05-06
2025-05-06 14:40:00+00:00,482.2799987792969,482.44000244140625,482.0199890136719,482.3399963378906,155527,2025-05-06
2025-05-06 14:45:00+00:00,482.4653015136719,482.9200134277344,482.2799987792969,482.30999755859375,295518,2025-05-06
2025-05-06 14:50:00+00:00,482.0199890136719,482.42999267578125,481.79998779296875,482.42999267578125,285537,2025-05-06
2025-05-06 14:55:00+00:00,482.1536865234375,482.4100036621094,481.8800048828125,482.0199890136719,226864,2025-05-06
2025-05-06 15:00:00+00:00,482.6868896484375,482.7900085449219,482.1300048828125,482.2099914550781,270360,2025-05-06
2025-05-06 15:05:00+00:00,481.8500061035156,482.79998779296875,481.75,482.6549987792969,271943,2025-05-06
